OBJECTID_1,GEOID,STATE,STUSAB,STATE_NAME,COUNTY,NAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
3005,48457,48,TX,Texas,457,Tyler,10922,7109,65.09,3813,34.91,5895,82.92,1686,28.6,2364,40.1,707,11.99,649,11.01,226,3.83,263,4.46,1214,17.08,493,40.61,254,20.92,174,14.33,124,10.21,107,8.81,62,5.11,2179,30.65,2618,36.83,881,12.39,773,10.87,333,4.68,325,4.57,1976,288,2.64,983,9,3266,29.9,6385,58.46,5,5.1,4.5,8124,74.38,74,0.68,62,0.57,137,1.25,114,1.04,2411,22.07,5895,4490,76.17,70,1.19,6,0.1,0,0,0,0,1329,22.54,1214,647,53.29,4,0.33,56,4.61,122,10.05,66,5.44,319,26.28,1281,21.73,2074,35.18,2138,36.27,402,6.82,276,22.73,196,16.14,611,50.33,131,10.79,742,61.12,1557,21.9,2270,31.93,2749,38.67,533,7.5,6,0.49,3,50,0,0,3,50,0,0,0,0,172,14.17,27,15.7,28,16.28,82,47.67,18,10.47,17,9.88,436,35.91,0,0,50,11.47,253,58.03,11,2.52,122,27.98,600,49.42,0,0,65,10.83,325,54.17,115,19.17,95,15.83,356,29.32,248,20.43,134,11.04,126,10.38,46,3.79,31,2.55,11,0.91,1,0.08,9,0.74,18,1.48,234,19.28,541,98,1.66,278,4.72,1538,26.09,3981,67.53,6,0.49,172,14.17,436,35.91,600,49.42,91000,104900,84600,5412,1586,111,0,0,1127,19.12,53,0.9,0,0,0,0,4715,79.98,459,37.81,58,4.78,0,0,0,0,697,57.41,3292991954,318041.6655
3006,48459,48,TX,Texas,459,Upshur,17074,14392,84.29,2682,15.71,11087,77.04,2645,23.86,4453,40.16,1582,14.27,1401,12.64,666,6.01,340,3.07,3305,22.96,1067,32.28,672,20.33,543,16.43,515,15.58,226,6.84,282,8.53,3712,25.79,5125,35.61,2125,14.77,1916,13.31,892,6.2,622,4.32,1985,179,1.05,924,5.41,4014,23.51,11957,70.03,5.6,5.8,5,12270,71.86,199,1.17,649,3.8,263,1.54,50,0.29,3643,21.34,11087,9032,81.46,86,0.78,5,0.05,0,0,0,0,1964,17.71,3305,1544,46.72,106,3.21,547,16.55,194,5.87,50,1.51,864,26.14,3377,30.46,3654,32.96,3189,28.76,867,7.82,546,16.52,1335,40.39,1300,39.33,124,3.75,1424,43.09,3923,27.26,4989,34.67,4489,31.19,991,6.89,19,0.57,16,84.21,0,0,3,15.79,0,0,0,0,402,12.16,69,17.16,64,15.92,177,44.03,0,0,92,22.89,1049,31.74,27,2.57,44,4.19,706,67.3,146,13.92,126,12.01,1835,55.52,0,0,20,1.09,679,37,669,36.46,467,25.45,724,21.91,538,16.28,189,5.72,429,12.98,300,9.08,171,5.17,158,4.78,36,1.09,34,1.03,41,1.24,685,20.73,632,75,0.68,470,4.24,2077,18.73,8465,76.35,19,0.57,402,12.16,1049,31.74,1835,55.52,153800,161500,141800,11138,3110,129,15,0,1901,17.15,78,0.7,0,0,0,0,9108,82.15,1209,36.58,51,1.54,15,0.45,0,0,2030,61.42,2175201098,220462.2193
3015,48069,48,TX,Texas,69,Castro,3179,2557,80.43,622,19.57,1494,58.43,296,19.81,565,37.82,248,16.6,213,14.26,88,5.89,84,5.62,1063,41.57,370,34.81,257,24.18,40,3.76,175,16.46,124,11.67,97,9.13,666,26.05,822,32.15,288,11.26,388,15.17,212,8.29,181,7.08,1968,0,0,286,9,676,21.26,2217,69.74,5.2,6.1,4.5,2390,75.18,14,0.44,229,7.2,146,4.59,84,2.64,316,9.94,1494,1324,88.62,14,0.94,0,0,0,0,0,0,156,10.44,1063,597,56.16,0,0,161,15.15,119,11.19,84,7.9,102,9.6,112,7.5,224,14.99,954,63.86,204,13.65,52,4.89,336,31.61,560,52.68,115,10.82,675,63.5,164,6.41,560,21.9,1514,59.21,319,12.48,0,0,0,0,0,0,0,0,0,0,0,0,191,17.97,10,5.24,15,7.85,151,79.06,2,1.05,13,6.81,323,30.39,1,0.31,71,21.98,107,33.13,71,21.98,73,22.6,549,51.65,24,4.37,28,5.1,393,71.58,38,6.92,66,12.02,313,29.44,238,22.39,111,10.44,55,5.17,87,8.18,0,0,101,9.5,0,0,0,0,6,0.56,152,14.3,562,0,0,7,0.47,153,10.24,1334,89.29,0,0,191,17.97,323,30.39,549,51.65,83300,85600,78000,1920,633,4,0,0,319,21.35,0,0,0,0,0,0,1175,78.65,314,29.54,4,0.38,0,0,0,0,745,70.08,3440119495,234959.2753
3016,48071,48,TX,Texas,71,Chambers,16279,14266,87.63,2013,12.37,12245,85.83,1808,14.77,4036,32.96,2445,19.97,2324,18.98,1312,10.71,320,2.61,2021,14.17,570,28.2,285,14.1,330,16.33,355,17.57,267,13.21,214,10.59,2378,16.67,4321,30.29,2775,19.45,2679,18.78,1579,11.07,534,3.74,1987,148,0.91,694,4.26,2399,14.74,13038,80.09,6.5,6.7,4.8,12672,77.84,230,1.41,272,1.67,346,2.13,62,0.38,2697,16.57,12245,10716,87.51,131,1.07,10,0.08,0,0,0,0,1388,11.34,2021,847,41.91,69,3.41,147,7.27,254,12.57,62,3.07,642,31.77,6943,56.7,2639,21.55,2104,17.18,559,4.57,648,32.06,440,21.77,799,39.53,134,6.63,933,46.17,7591,53.21,3079,21.58,2903,20.35,693,4.86,25,1.24,0,0,0,0,23,92,2,200,0,0,371,18.36,25,6.74,0,0,154,41.51,107,28.84,85,22.91,554,27.41,0,0,9,1.62,300,54.15,68,12.27,177,31.95,1071,52.99,0,0,0,0,358,33.43,645,60.22,68,6.35,258,12.77,295,14.6,131,6.48,203,10.04,253,12.52,188,9.3,135,6.68,161,7.97,24,1.19,43,2.13,330,16.33,767,2,0.02,96,0.78,1091,8.91,11056,90.29,25,1.24,371,18.36,554,27.41,1071,52.99,224400,256900,161400,10672,3225,369,0,0,2442,19.94,177,1.45,0,0,0,0,9626,78.61,783,38.74,192,9.5,0,0,0,0,1046,51.76,2174241420,488892.8364
3017,48389,48,TX,Texas,389,Reeves,4652,3772,81.08,880,18.92,3002,79.59,982,32.71,803,26.75,424,14.12,560,18.65,144,4.8,89,2.96,770,20.41,278,36.1,227,29.48,87,11.3,141,18.31,12,1.56,25,3.25,1260,33.4,1030,27.31,511,13.55,701,18.58,156,4.14,114,3.02,1972,189,4.06,300,6.45,1097,23.58,3066,65.91,5.9,6.2,4.3,3412,73.34,53,1.14,440,9.46,17,0.37,31,0.67,699,15.03,3002,2392,79.68,49,1.63,40,1.33,0,0,0,0,521,17.36,770,329,42.73,4,0.52,362,47.01,4,0.52,25,3.25,46,5.97,494,16.46,204,6.8,2012,67.02,292,9.73,93,12.08,122,15.84,475,61.69,80,10.39,555,72.08,587,15.56,326,8.64,2487,65.93,372,9.86,71,9.22,0,0,0,0,40,56.34,0,0,31,43.66,161,20.91,38,23.6,9,5.59,52,32.3,30,18.63,32,19.88,265,34.42,0,0,14,5.28,175,66.04,59,22.26,17,6.42,273,35.45,0,0,7,2.56,104,38.1,81,29.67,81,29.67,125,16.23,134,17.4,57,7.4,198,25.71,0,0,25,3.25,40,5.19,30,3.9,0,0,0,0,161,20.91,652,32,1.07,40,1.33,565,18.82,2365,78.78,71,9.22,161,20.91,265,34.42,273,35.45,91600,106800,87800,2921,803,43,5,0,445,14.82,18,0.6,5,0.17,0,0,2534,84.41,358,46.49,25,3.25,0,0,0,0,387,50.26,9406544402,559023.9566
3018,48391,48,TX,Texas,391,Refugio,3725,2566,68.89,1159,31.11,1869,72.84,472,25.25,756,40.45,276,14.77,161,8.61,125,6.69,79,4.23,697,27.16,282,40.46,105,15.06,211,30.27,78,11.19,21,3.01,0,0,754,29.38,861,33.55,487,18.98,239,9.31,146,5.69,79,3.08,1974,24,0.64,266,7.14,1013,27.19,2422,65.02,5.4,5.7,4.4,3107,83.41,40,1.07,93,2.5,116,3.11,10,0.27,359,9.64,1869,1613,86.3,25,1.34,5,0.27,0,0,0,0,226,12.09,697,487,69.87,15,2.15,56,8.03,97,13.92,10,1.43,32,4.59,327,17.5,340,18.19,970,51.9,232,12.41,41,5.88,216,30.99,380,54.52,60,8.61,440,63.13,368,14.34,556,21.67,1350,52.61,292,11.38,0,0,0,0,0,0,0,0,0,0,0,0,113,16.21,66,58.41,0,0,18,15.93,0,0,29,25.66,312,44.76,48,15.38,18,5.77,173,55.45,21,6.73,52,16.67,272,39.02,3,1.1,19,6.99,127,46.69,47,17.28,76,27.94,284,40.75,119,17.07,70,10.04,22,3.16,7,1,13,1.87,13,1.87,12,1.72,0,0,0,0,157,22.53,475,1,0.05,51,2.73,389,20.81,1428,76.4,0,0,113,16.21,312,44.76,272,39.02,85500,87800,83800,1988,556,22,0,0,332,17.76,10,0.54,0,0,0,0,1527,81.7,224,32.14,12,1.72,0,0,0,0,461,66.14,2607395156,512076.0148
3019,48393,48,TX,Texas,393,Roberts,445,329,73.93,116,26.07,272,82.67,61,22.43,120,44.12,21,7.72,55,20.22,5,1.84,10,3.68,57,17.33,14,24.56,34,59.65,1,1.75,8,14.04,0,0,0,0,75,22.8,154,46.81,22,6.69,63,19.15,5,1.52,10,3.04,1974,0,0,11,2.47,105,23.6,329,73.93,6,5.9,6,370,83.15,0,0,11,2.47,0,0,0,0,64,14.38,272,228,83.82,0,0,0,0,0,0,0,0,44,16.18,57,44,77.19,0,0,5,8.77,0,0,0,0,8,14.04,55,20.22,38,13.97,95,34.93,84,30.88,5,8.77,11,19.3,22,38.6,19,33.33,41,71.93,60,18.24,49,14.89,117,35.56,103,31.31,0,0,0,0,0,0,0,0,0,0,0,0,5,8.77,0,0,0,0,5,100,0,0,0,0,12,21.05,0,0,0,0,3,25,4,33.33,5,41.67,40,70.18,0,0,7,17.5,15,37.5,0,0,18,45,15,26.32,1,1.75,14,24.56,0,0,4,7.02,0,0,0,0,0,0,0,0,0,0,23,40.35,604,0,0,0,0,42,15.44,230,84.56,0,0,5,8.77,12,21.05,40,70.18,134200,205400,116300,277,49,3,0,0,41,15.07,3,1.1,0,0,0,0,228,83.82,8,14.04,0,0,0,0,0,0,49,85.96,3650023933,241762.4249
3020,48395,48,TX,Texas,395,Robertson,8947,6749,75.43,2198,24.57,4960,73.49,1351,27.24,1731,34.9,788,15.89,573,11.55,252,5.08,265,5.34,1789,26.51,577,32.25,354,19.79,449,25.1,253,14.14,112,6.26,44,2.46,1928,28.57,2085,30.89,1237,18.33,826,12.24,364,5.39,309,4.58,1975,74,0.83,482,5.39,2760,30.85,5631,62.94,5.5,5.9,4.5,6600,73.77,48,0.54,522,5.83,95,1.06,33,0.37,1649,18.43,4960,4003,80.71,11,0.22,54,1.09,0,0,0,0,892,17.98,1789,895,50.03,32,1.79,434,24.26,80,4.47,33,1.84,315,17.61,930,18.75,1620,32.66,1810,36.49,600,12.1,227,12.69,460,25.71,789,44.1,313,17.5,1102,61.6,1157,17.14,2080,30.82,2599,38.51,913,13.53,0,0,0,0,0,0,0,0,0,0,0,0,191,10.68,29,15.18,102,53.4,45,23.56,0,0,15,7.85,846,47.29,59,6.97,78,9.22,555,65.6,130,15.37,24,2.84,752,42.03,91,12.1,111,14.76,255,33.91,146,19.41,149,19.81,733,40.97,353,19.73,81,4.53,135,7.55,299,16.71,0,0,0,0,0,0,0,0,0,0,188,10.51,513,32,0.65,140,2.82,1087,21.92,3701,74.62,0,0,191,10.68,846,47.29,752,42.03,121600,137500,108900,5264,1447,38,0,0,795,16.03,20,0.4,0,0,0,0,4145,83.57,652,36.44,18,1.01,0,0,0,0,1119,62.55,3063082447,302750.361
3021,48397,48,TX,Texas,397,Rockwall,35670,34457,96.6,1213,3.4,28734,83.39,3685,12.82,9859,34.31,4659,16.21,5699,19.83,3149,10.96,1683,5.86,5723,16.61,1417,24.76,1402,24.5,1093,19.1,964,16.84,482,8.42,365,6.38,5102,14.81,11261,32.68,5752,16.69,6663,19.34,3631,10.54,2048,5.94,2000,302,0.85,1530,4.29,2904,8.14,30934,86.72,7.3,7.6,5.3,31085,87.15,312,0.87,608,1.7,1045,2.93,1377,3.86,1243,3.48,28734,27480,95.64,186,0.65,37,0.13,86,0.3,33,0.11,912,3.17,5723,2705,47.27,126,2.2,526,9.19,861,15.04,1241,21.68,264,4.61,17336,60.33,8712,30.32,2458,8.55,228,0.79,2922,51.06,2176,38.02,560,9.79,65,1.14,625,10.92,20258,58.79,10888,31.6,3018,8.76,293,0.85,217,3.79,0,0,0,0,31,14.29,186,18600,0,0,1150,20.09,0,0,98,8.52,160,13.91,892,77.57,0,0,1399,24.45,0,0,0,0,351,25.09,1012,72.34,36,2.57,2957,51.67,18,0.61,14,0.47,85,2.87,2616,88.47,224,7.58,153,2.67,79,1.38,381,6.66,208,3.63,221,3.86,269,4.7,1315,22.98,765,13.37,1582,27.64,490,8.56,260,4.54,1284,32,0.11,102,0.35,1321,4.6,27279,94.94,217,3.79,1150,20.09,1399,24.45,2957,51.67,283000,291400,256900,26634,7353,462,8,0,5401,18.8,89,0.31,8,0.03,0,0,23236,80.87,1952,34.11,373,6.52,0,0,0,0,3398,59.37,548658012.2,94000.83075
3022,48399,48,TX,Texas,399,Runnels,5245,3891,74.18,1354,25.82,2838,72.94,818,28.82,1106,38.97,403,14.2,218,7.68,214,7.54,79,2.78,1053,27.06,340,32.29,274,26.02,182,17.28,190,18.04,49,4.65,18,1.71,1158,29.76,1380,35.47,585,15.03,408,10.49,263,6.76,97,2.49,1961,86,1.64,350,6.67,1760,33.56,3049,58.13,5.4,5.6,4.9,4626,88.2,61,1.16,181,3.45,19,0.36,0,0,358,6.83,2838,2656,93.59,15,0.53,4,0.14,0,0,0,0,163,5.74,1053,742,70.47,46,4.37,157,14.91,19,1.8,0,0,89,8.45,225,7.93,543,19.13,1193,42.04,877,30.9,47,4.46,181,17.19,523,49.67,302,28.68,825,78.35,272,6.99,724,18.61,1716,44.1,1179,30.3,27,2.56,19,70.37,8,29.63,0,0,0,0,0,0,73,6.93,7,9.59,22,30.14,28,38.36,12,16.44,4,5.48,486,46.15,15,3.09,28,5.76,271,55.76,97,19.96,75,15.43,467,44.35,2,0.43,66,14.13,267,57.17,59,12.63,73,15.63,442,41.98,187,17.76,184,17.47,47,4.46,29,2.75,0,0,12,1.14,0,0,0,0,0,0,152,14.43,506,15,0.53,122,4.3,755,26.6,1946,68.57,27,2.56,73,6.93,486,46.15,467,44.35,85200,119000,71500,2927,939,13,12,0,572,20.16,13,0.46,0,0,0,0,2253,79.39,367,34.85,0,0,12,1.14,0,0,674,64.01,3804330265,246826.7957
3023,48461,48,TX,Texas,461,Upton,1648,1344,81.55,304,18.45,1034,76.93,225,21.76,495,47.87,135,13.06,90,8.7,72,6.96,17,1.64,310,23.07,134,43.23,112,36.13,23,7.42,0,0,22,7.1,19,6.13,359,26.71,607,45.16,158,11.76,90,6.7,94,6.99,36,2.68,1960,65,3.94,77,4.67,357,21.66,1149,69.72,5.4,5.6,4.8,1314,79.73,12,0.73,13,0.79,48,2.91,0,0,261,15.84,1034,848,82.01,0,0,8,0.77,0,0,0,0,178,17.21,310,213,68.71,12,3.87,5,1.61,38,12.26,0,0,42,13.55,114,11.03,301,29.11,445,43.04,174,16.83,44,14.19,48,15.48,158,50.97,60,19.35,218,70.32,158,11.76,349,25.97,603,44.87,234,17.41,34,10.97,0,0,5,14.71,12,35.29,0,0,17,50,41,13.23,17,41.46,0,0,24,58.54,0,0,0,0,61,19.68,0,0,17,27.87,38,62.3,0,0,6,9.84,174,56.13,0,0,7,4.02,64,36.78,42,24.14,61,35.06,110,35.48,18,5.81,60,19.35,0,0,25,8.06,0,0,5,1.61,0,0,8,2.58,0,0,84,27.1,513,0,0,14,1.35,218,21.08,802,77.56,34,10.97,41,13.23,61,19.68,174,56.13,78900,86100,77500,1176,149,19,0,0,115,11.12,0,0,0,0,0,0,919,88.88,34,10.97,19,6.13,0,0,0,0,257,82.9,4424276722,267097.3659
3024,48463,48,TX,Texas,463,Uvalde,11194,8921,79.69,2273,20.31,6185,69.33,1495,24.17,2207,35.68,1095,17.7,657,10.62,467,7.55,264,4.27,2736,30.67,906,33.11,840,30.7,240,8.77,299,10.93,399,14.58,52,1.9,2401,26.91,3047,34.16,1335,14.96,956,10.72,866,9.71,316,3.54,1990,214,1.91,1159,10.35,3399,30.36,6422,57.37,5.2,5.5,4.4,7905,70.62,57,0.51,598,5.34,641,5.73,123,1.1,1870,16.71,6185,5139,83.09,25,0.4,0,0,0,0,0,0,1021,16.51,2736,1207,44.12,23,0.84,535,19.55,481,17.58,123,4.5,367,13.41,1106,17.88,2115,34.2,2430,39.29,534,8.63,715,26.13,1020,37.28,907,33.15,94,3.44,1001,36.59,1821,20.41,3135,35.14,3337,37.41,628,7.04,44,1.61,0,0,0,0,44,100,0,0,0,0,577,21.09,67,11.61,127,22.01,289,50.09,62,10.75,32,5.55,982,35.89,114,11.61,128,13.03,494,50.31,138,14.05,108,11,1133,41.41,19,1.68,32,2.82,362,31.95,525,46.34,195,17.21,794,29.02,323,11.81,216,7.89,532,19.44,180,6.58,116,4.24,217,7.93,9,0.33,3,0.11,11,0.4,335,12.24,636,43,0.7,419,6.77,1576,25.48,4147,67.05,44,1.61,577,21.09,982,35.89,1133,41.41,103000,147700,70300,6509,2268,136,8,0,1153,18.64,14,0.23,0,0,0,0,5018,81.13,1115,40.75,122,4.46,8,0.29,0,0,1491,54.5,5332743609,292751.2528
3025,48465,48,TX,Texas,465,Val Verde,19232,16388,85.21,2844,14.79,10623,64.82,1991,18.74,2859,26.91,1806,17,1866,17.57,1157,10.89,944,8.89,5765,35.18,1734,30.08,1266,21.96,893,15.49,642,11.14,701,12.16,529,9.18,3725,22.73,4125,25.17,2699,16.47,2508,15.3,1858,11.34,1473,8.99,1981,1036,5.39,1230,6.4,4546,23.64,12420,64.58,5.2,5.5,4.5,13172,68.49,770,4,1690,8.79,468,2.43,948,4.93,2184,11.36,10623,9159,86.22,158,1.49,57,0.54,0,0,0,0,1249,11.76,5765,2107,36.55,612,10.62,1395,24.2,450,7.81,918,15.92,283,4.91,2539,23.9,2914,27.43,4176,39.31,994,9.36,1273,22.08,1722,29.87,2419,41.96,351,6.09,2770,48.05,3812,23.26,4636,28.29,6595,40.24,1345,8.21,626,10.86,50,7.99,42,6.71,446,71.25,28,2800,60,9.58,775,13.44,282,36.39,182,23.48,247,31.87,0,0,64,8.26,2184,37.88,144,6.59,83,3.8,1417,64.88,383,17.54,157,7.19,2180,37.81,72,3.3,155,7.11,948,43.49,868,39.82,137,6.28,2096,36.36,634,11,757,13.13,531,9.21,213,3.69,375,6.5,350,6.07,169,2.93,215,3.73,7,0.12,418,7.25,591,216,2.03,273,2.57,1676,15.78,8458,79.62,626,10.86,775,13.44,2184,37.88,2180,37.81,105400,155500,88600,11370,4449,561,8,0,2469,23.24,65,0.61,8,0.08,0,0,8081,76.07,1980,34.35,496,8.6,0,0,0,0,3289,57.05,11174168641,532024.9367
3039,48401,48,TX,Texas,401,Rusk,21723,18056,83.12,3667,16.88,14298,79.19,3056,21.37,5755,40.25,1986,13.89,2136,14.94,838,5.86,527,3.69,3758,20.81,1131,30.1,921,24.51,765,20.36,577,15.35,179,4.76,185,4.92,4187,23.19,6676,36.97,2751,15.24,2713,15.03,1017,5.63,712,3.94,1971,207,0.95,1041,4.79,5128,23.61,15347,70.65,5.5,5.7,4.8,16074,74,208,0.96,895,4.12,154,0.71,164,0.75,4228,19.46,14298,11408,79.79,118,0.83,8,0.06,7,0.05,2,0.01,2755,19.27,3758,2148,57.16,20,0.53,814,21.66,142,3.78,130,3.46,504,13.41,3175,22.21,4022,28.13,5303,37.09,1798,12.58,260,6.92,987,26.26,1814,48.27,697,18.55,2511,66.82,3435,19.02,5009,27.74,7117,39.42,2495,13.82,47,1.25,0,0,32,68.09,15,31.91,0,0,0,0,439,11.68,90,20.5,104,23.69,155,35.31,26,5.92,64,14.58,1534,40.82,54,3.52,24,1.56,1072,69.88,57,3.72,327,21.32,1738,46.25,22,1.27,113,6.5,870,50.06,495,28.48,238,13.69,923,24.56,571,15.19,557,14.82,602,16.02,122,3.25,190,5.06,82,2.18,67,1.78,0,0,15,0.4,629,16.74,613,84,0.59,416,2.91,2516,17.6,11282,78.91,47,1.25,439,11.68,1534,40.82,1738,46.25,131200,152400,116700,14088,3852,116,0,0,2430,17,64,0.45,0,0,0,0,11804,82.56,1422,37.84,52,1.38,0,0,0,0,2284,60.78,3397992868,295680.4103
3040,48403,48,TX,Texas,403,Sabine,8372,4524,54.04,3848,45.96,3907,86.36,978,25.03,1992,50.99,491,12.57,278,7.12,124,3.17,44,1.13,617,13.64,242,39.22,189,30.63,71,11.51,43,6.97,59,9.56,13,2.11,1220,26.97,2181,48.21,562,12.42,321,7.1,183,4.05,57,1.26,1976,62,0.74,812,9.7,2975,35.54,4523,54.03,5.6,5.7,4.9,4796,57.29,68,0.81,151,1.8,30,0.36,3,0.04,3324,39.7,3907,2438,62.4,68,1.74,0,0,0,0,0,0,1401,35.86,617,318,51.54,0,0,127,20.58,21,3.4,3,0.49,148,23.99,751,19.22,1675,42.87,1271,32.53,210,5.37,14,2.27,218,35.33,303,49.11,82,13.29,385,62.4,765,16.91,1893,41.84,1574,34.79,292,6.45,0,0,0,0,0,0,0,0,0,0,0,0,118,19.12,63,53.39,35,29.66,18,15.25,0,0,2,1.69,269,43.6,14,5.2,54,20.07,146,54.28,0,0,55,20.45,230,37.28,0,0,17,7.39,88,38.26,85,36.96,40,17.39,296,47.97,81,13.13,68,11.02,4,0.65,31,5.02,0,0,40,6.48,0,0,0,0,0,0,97,15.72,434,0,0,171,4.38,954,24.42,2782,71.21,0,0,118,19.12,269,43.6,230,37.28,99900,135600,96500,3450,1062,12,0,0,783,20.04,12,0.31,0,0,0,0,3112,79.65,279,45.22,0,0,0,0,0,0,338,54.78,2053783480,243451.5081
